id,government_id,name,slug,created,contacts
1628,29,Texas Forensci Science Commission,texas-forensci-science-commission,2016-02-01 17:21:47+00:00,1
1629,32,MassDOT,massdot,2016-02-01 19:14:52+00:00,1
1630,29,Corrections Corporation of America ,corrections-corporation-of-america,2016-02-01 19:36:25+00:00,1
1631,16,UB Foundation,ub-foundation,2016-02-03 16:26:57+00:00,1
1632,23,Illinois Criminal Justice Information Authority,illinois-criminal-justice-information-authority,2016-02-05 18:48:12+00:00,1
1633,30,California Department of Justice,california-department-of-justice,2016-02-05 19:09:39+00:00,1
1634,37,Florida Department of Law Enforcement,florida-department-of-law-enforcement,2016-02-05 19:25:39+00:00,1
1635,4,Boulder Valley School District,boulder-valley-school-district,2016-02-05 21:38:36+00:00,0
1636,29,City of Aransas Pass,city-of-aransas-pass,2016-02-09 13:21:50+00:00,1
1637,16,New York Division of Criminal Justice Services,new-york-division-of-criminal-justice-services,2016-02-09 20:22:53+00:00,1
1638,11,Louisiana House,louisiana-house,2016-02-09 20:55:33+00:00,1
1639,11,Louisiana Senate,louisiana-senate,2016-02-09 21:12:36+00:00,1
1640,11,Louisiana Division of Administration,louisiana-division-of-administration,2016-02-09 21:19:32+00:00,1
1641,23,Illinois Guardianship and Advocacy Commission,illinois-guardianship-and-advocacy-commission,2016-02-11 00:48:23+00:00,1
1642,23,Department of Finance,department-of-finance-2,2016-02-18 21:39:01+00:00,1
1643,29,City of Flatonia,city-of-flatonia,2016-02-19 17:29:14+00:00,1
1644,23,Chicago Department of Water Management,chicago-department-of-water-management,2016-02-22 17:55:49+00:00,1
1645,29,Fayette County Auditor,fayette-county-auditor,2016-02-22 21:44:33+00:00,1
1646,24,Municipal Review Cmte.,municipal-review-cmte,2016-02-22 21:54:07+00:00,1
1647,34,Richland County Sheriff's Department,richland-county-sheriffs-department,2016-02-23 20:08:44+00:00,0
1648,28,Clark County Sheriff's Office,clark-county-sheriffs-office,2016-02-23 20:48:21+00:00,1
1649,28,city of bloomington,city-of-bloomington,2016-02-27 01:27:58+00:00,0
1650,28,local government,local-government,2016-02-27 01:28:19+00:00,0
1651,28,bloomington government,bloomington-government,2016-02-27 01:28:41+00:00,0
1652,28,government,government,2016-02-27 01:28:56+00:00,0
1653,40,Department of Mental Health,department-of-mental-health-2,2016-02-27 19:12:51+00:00,0
1654,4,Larimer County Sherrifs Department,larimer-county-sherrifs-department,2016-02-28 23:48:02+00:00,0
1655,11,"Department of Public Works, City of New Orleans",department-of-public-works-city-of-new-orleans,2016-02-29 18:20:11+00:00,1
1656,23,DCFS,dcfs,2016-03-04 04:27:22+00:00,1
1657,23,Department of Human Services,department-of-human-services,2016-03-04 04:46:38+00:00,1
1658,1,Centers for Disease Control and Prevention,centers-for-disease-control-and-prevention,2016-03-04 17:12:35+00:00,1
1659,23,Chicago Park District,chicago-park-district,2016-03-05 16:47:37+00:00,1
1660,4,Town of Minturn,town-of-minturn,2016-03-08 02:59:29+00:00,0
1661,4,Douglas County School District ,douglas-county-school-district,2016-03-08 06:10:37+00:00,1
1662,13,Lincoln Public Schools,lincoln-public-schools,2016-03-08 14:49:45+00:00,1
1663,4,colorado springs police department,colorado-springs-police-department,2016-03-10 18:07:46+00:00,1
1664,30,Sacramento Sheriff's Department,sacramento-sheriffs-department,2016-03-11 04:57:30+00:00,3
1665,40,Montgomery Police Department,montgomery-police-department,2016-03-11 18:57:28+00:00,3
1666,16,Environmental Protection Agency Region 2,environmental-protection-agency-region-2,2016-03-15 16:38:06+00:00,0
1667,1,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",bureau-of-alcohol-tobacco-firearms-and-explosive,2016-03-15 19:44:58+00:00,1
1668,4,Department of Revenue,department-of-revenue,2016-03-16 00:28:42+00:00,0
1669,23,Chicago Department of Cultural Affairs and Special Events,chicago-department-of-cultural-affairs-and-special,2016-03-16 01:28:27+00:00,1
1670,17,Philadelphia Police Department,philadelphia-police-department,2016-03-16 17:50:24+00:00,1
1671,29,Midland ISD,midland-isd,2016-03-16 19:54:22+00:00,0
1672,23,Illinois Department of Corrections,illinois-department-of-corrections,2016-03-16 21:05:59+00:00,1
1673,16,NYS Division of Budget,nys-division-of-budget,2016-03-17 20:38:09+00:00,1
1674,17,Pittsburgh City,pittsburgh-city,2016-03-18 18:13:55+00:00,1
1675,30,Del Norte County Information Technology,del-norte-county-information-technology,2016-03-21 21:35:52+00:00,1
1676,23,Board of Election Commissioners for the City of Chicago,board-of-election-commissioners-for-the-city-of-ch,2016-03-21 22:51:32+00:00,1
1677,30,"California Department of Corrections and Rehabilitation, Board of Parole Hearings",california-department-of-corrections-and-rehabilit,2016-03-25 00:12:04+00:00,1
1678,1,U.S. General Services Administration,us-general-services-administration,2016-03-25 20:43:31+00:00,1
1679,40,defensivedrivingdata,defensivedrivingdata,2016-03-28 03:33:40+00:00,0
1680,47,Ohio State University,ohio-state-university,2016-03-28 18:48:09+00:00,1
1681,49,Attorney General,attorney-general-2,2016-03-28 19:47:01+00:00,0
1682,29,Office of Inspector General -HHSC,office-of-inspector-general-hhsc,2016-03-28 22:24:08+00:00,1
1683,29,Fayette County Elections Administrator,fayette-county-elections-administrator,2016-03-29 15:56:35+00:00,1
1684,34,Department of Administration,department-of-administration,2016-03-29 20:44:53+00:00,1
1685,42,Department of Administration,department-of-administration-2,2016-03-30 13:58:09+00:00,1
1686,10,Department for Environmental Protection,department-for-environmental-protection,2016-03-30 17:16:35+00:00,0
1687,10,Energy and Environment Cabinet,energy-and-environment-cabinet,2016-03-30 17:19:15+00:00,0
1688,47,Kent State University,kent-state-university,2016-03-31 02:12:25+00:00,0
1689,13,Lincoln Police Department,lincoln-police-department,2016-03-31 13:08:20+00:00,2
1690,13,LPD,lpd,2016-03-31 13:12:35+00:00,2
1691,3,Arkansas Department of Information Systems,arkansas-department-of-information-systems,2016-03-31 19:04:09+00:00,1
1692,12,Connecticut Department of Administrative Services,connecticut-department-of-administrative-services,2016-03-31 21:54:07+00:00,1
1693,41,Alaska Department of Administration,alaska-department-of-administration,2016-04-01 17:51:45+00:00,1
1694,43,Delaware Department of Technology and Information,delaware-department-of-technology-and-information,2016-04-01 18:04:56+00:00,1
1695,37,Florida Department of Management Services,florida-department-of-management-services,2016-04-01 20:08:10+00:00,1
1696,25,New Jersey State Police,new-jersey-state-police,2016-04-01 20:22:02+00:00,0
1697,14,SMART,smart,2016-04-02 15:13:51+00:00,1
1698,29,Department of Family and Protective Servcies,department-of-family-and-protective-servcies,2016-04-04 17:10:20+00:00,1
1699,28,Vanderburgh Sheriff's,vanderburgh-sheriffs,2016-04-05 13:03:37+00:00,1
1700,31,Hawaii Office of Enterprise Technology Services,hawaii-office-of-enterprise-technology-services,2016-04-08 20:45:37+00:00,1
1701,23,Illinois Office of the Governor,illinois-office-of-the-governor,2016-04-08 21:13:42+00:00,1
1702,29,Angelina County Attorney ,angelina-county-attorney,2016-04-09 19:28:22+00:00,1
